tmdbId,keywords_list
576,underdog|robbery|bounty hunter|texas|mexican revolution|friendship|honor|gang
15477,suspense|independent film
30528,
7300,skab under tv|bagved|Øverste hylde
10824,new orleans|sequel|murder|urban legend|curse|serial killer|slasher|hook
275,cheating|ransom|salesclerk|winter|kidnapping|auto|unsociability|police
25059,
11827,flying car|taxi|heavy metal|cult favorite|midnight movie|drug use|adult animation
8766,artificial intelligence|engineer|hell|pinhead|demon|puzzle box|cenobites|artificial
23570,independent film|mistaken identity
47333,aunt|gentleman
54850,countryside|drug abuse|tragedy|woman director
51242,switzerland|worker|immigrant|hardship|xenophobia|foreigners
10112,paris|cat|butler|return|suspension|music|inheritance
4307,spain|madrid|suicide attempt|mother daughter relationship|novelist|old woman
32308,baseball|sport|monkey|chimpanzee|animal actor|critically bashed
88893,mountain|mountaineer|climbing
52873,reunion|memory|christmas
28121,revenge|african american|dating
12520,painter|sex|fascist|sexism|politics|wine|racist|satire
1592,corruption|bishop|court case|pornographic video|court|psychopathy
36447,secret|nudity|passion|widow|farm|teacher|relationship|attraction
19042,dog
38884,spain|solidarity|fascism|revolution|communist|worker|spanish civil war|anarchist
47449,answering machine|telephone|masturbation|telephone sex
41852,letter|arkansas|childbirth|biracial|matriarchy
9099,gulf war|u.s. army|based on tv series|military spoof
2021,london england|depression|baby|nanny|daughter
61752,independent film|neighbor|masturbation|phone sex|actress
10988,wife husband relationship|violent husband|planned murder|romantic rivalry|extramarital affair|missing body
10684,gulf war|pilot|u.s. army|praise|rescue mission|dead soldier|tank|medal
954,paris|london england|spy|cia|terrorist|secret identity|undercover|arms deal
18989,shipwreck|reunion|death of husband|evil priest|mother daughter reunion
10801,married couple|book|deceived wife|marriage crisis|divorce|divorce lawyer
8840,magic|kingdom|despot|immortality|village|forest|army|horror
11107,new york|trainer|chauffeur|role of women|sport|basketball
10363,poker|sailboat|dual identity|sailing|plan|police|suspense|millionaire
10539,based on novel|garden|loss of parents|magic|aunt|based on children's book|insects
10543,psychopath|teenage girl
18414,based on tv series|scientist|drug|pharmaceuticals
47502,kitchen|female protagonist|bathtub|wedding anniversary|flashback
11902,world war ii|lie|cellar|weapon|belgrad|widerstand|anarchic comedy
25087,martial arts|mixed martial arts|kumite|chop socky
5801,robbery|move|monsoon|difficult childhood|dying and death|misery|priest|teacher
896,broken engagement|arranged marriage|dying and death|calcutta
3065,tastelessness|film and cinema|based on tv series|spoof|robot|scientist
2300,sport|basketball|doctor|basketball team|basketball game|referee|basketball court|tweety bird
8069,sexual fantasy|alien planet|distant future|cult classic|female mercenary
27768,independent film
221917,ireland|strained relationship
8072,dystopia|surrealism|lemmy caution|nouvelle vague|private detective|french noir
35797,french noir
33245,gay|aids|terminal illness|hiv|death|lgbt history
124460,
27281,
105045,anti-communism|political|woman director
40001,role reversal|mistaken identity|train wreck
29621,android|lasergun|village|weapon
20762,
37144,investigation|murder|suspense|serial killer|police corruption|female detective|murder investigation|child murder
48260,lesbian relationship
12656,brother brother relationship|corruption|police|stripper|love|murder|wedding
38867,paris|sex|jealousy|infidelity|secret|world war ii|nudity|writer
25969,overweight child|overweight man|jock|based on short story|public humiliation|blow up doll|letterman jacket|cruel joke
753,prostitute|adultery|suicide attempt|nudity|marriage crisis|love|independent film|divorce
43634,secret|amnesia|boarding school|flashback
9103,new york|bare knuckle boxing|himalaya|island|thailand|street artist|muay thai|kick boxing
90214,
10990,prostitute|investigation|special unit|police|celebrity|murder|los angeles
8866,radio presenter|false identity|decoy|beguilement|love|art
12233,new york city|kitten|great dane
23449,boston|irish-american|kidnapping|sport|basketball|boston celtics
36355,dolphin|florida|florida keys|summer
922,sheriff|bounty|bounty hunter|gun|attempted murder|prosecution|illness and injury|dying and death
11876,italian|new love|provence|horse|exile
11687,servant|time travel|clumsy fellow|middle ages|nobility
9304,clone|mistake in person|cloning|experiment gone wrong|construction
73183,
9100,witch|suicide attempt|puberty|magic|black magic|sorcery|female friendship|teenager
20759,boxer|sport|promoter
46063,
32513,
36915,alcohol|sex|detective|confession|based on novel|nudity|louisiana|survivor
9802,san francisco|fbi|gas attack|alcatraz|hostage situation|fbi agent
21588,insanity|undead|grim reaper|zombie|macabre|grotesque
664,wife husband relationship|tornado|twister|oklahoma|metereologist|invention|climate|barn
11867,scientist bar|electrical torture|pretending to be a prostitute|sprayed with water|pressure washer|obese
9323,artificial intelligence|man vs machine|cyborg|android|computer virus|dystopia|implantat|fugitive
10280,blow job|curse|fat suit|steven king
10535,atomic bomb|spoof|james bond spoof
532,prison|inventor|loyalty|sheep|innocence|surrealism|framed|dog
26744,numbers racket|film noir
16299,independent film|conspiracy theory|aftercreditsstinger
10547,greenhouse effect|global warming|extraterrestrial|astronomer|conspiracy|scientist|foot chase|desert
935,usa president|general|cold war|strategic air command|nuclear missile|war room|bomber pilot|nuclear weapons
41007,italy|based on novel|1930s
35645,gold|friendship|teenage girl
110465,india
255546,latin|profile|woman director
40751,
85778,woman director
11101,world war ii|stalingrad
9826,secret identity|gold|gangster boss|phantom|silver|power|battle for power|jade
9879,blackmail|strip club|striptease|police|u.s. congress
22621,waitress|jealousy|fast food restaurant|seduction|pizza|rejection|sexual fantasy|obesity
7095,age difference|appearance|body exchange|genetics
26890,independent film|woman director
46732,loss of mother|independent film|coming of age|maid
41225,obsession|army|ferrari|catholic|alcoholic|desire|edgar allan poe|movie star
627,london england|alcohol|sex|based on novel|drug addiction|drug dealer|nightclub|junkie
32872,poem|father son relationship|support group|smoking|cat|classroom|writing|restaurant
602,spacecraft|patriotism|countdown|independence|invasion|war|ufo|extraterrestrial
14553,
9566,sport|luck|san francisco giants|child custody|baseball pitcher|baseball fan|psychotic fan|sports agent
10545,paris|based on novel|judge|obsession|dance|sword|mockery|ugliness
9894,prison|prostitute|karaoke|dark comedy|cable guy
11543,sport|handicap|sexual favor|star spangled banner|bowling team|hair loss|biblical interpretation|comb over
9268,suicide|ambush|showdown|hostage|traitor|new identity|hitman|witness
52059,
9327,overweight|overweight man|duringcreditsstinger
124306,
11228,taxi|new jersey|helicopter|river|hero|taxi driver|race against time|guard
10779,judge|architect|ghost world|hell|grim reaper|ghost
26748,sheriff|family secrets|neo-western|dark secrets
38223,spy|secret|nanny|notebook|binoculars|woman director
9294,brain tumor|telekinesis|genius|terminal illness|doctor|psionic power
49963,independent film|woman director
11363,brother brother relationship|taxi|ex-girlfriend|love of one's life|bride|broker|independent film|wedding
1645,ku klux klan|rape|mississippi|jurors|blackmail|attempted murder|forgiveness|court
31546,robbery|gun|loyalty|frustration|revenge|betrayal|independent film|coin
36344,pilot|polar bear|poacher|alaska|airplane crash|missing father
18550,hacker|undercover agent|mafia|chain gang|fugitive|floppy disk
11511,new york|wish|genie
34170,
124645,
12606,hawaii|wedding|family vacation|family|woman director
35206,based on novel|revolution|coup d'etat|jungle|shootout|violence|diamond|gold mine
12632,prisoner|bavaria|nuremberg|mensch als objekt|independent film
18975,italy|father son relationship|pinocchio|love|school|crime|having fun|poor people
11962,flat|music|relation|rent|lodger|cockroach|spekulant
2925,divorce|divorced woman|reunited friends
28628,transvestism|gay|homosexuality|gay interest|raid|police raid|drag|gay pride
3595,bounty|loss of child|yellow press|fbi|baby-snatching|suspense|fbi agent|millionaire
9308,high school|school|spoof|los angeles
92381,beach|volleyball|obesity|african american|summer|mercedes
18555,tattoo|prison|based on novel|hostage|fight|nudity|harassment|friendship
12123,fbi|hydrogen bomb|secret lab|energy supply|conspiracy|aftercreditsstinger
10830,parent child relationship|difficult childhood|telekinesis|child prodigy|childhood trauma|school|teacher student relationship
3573,skab under tv|Øverste hylde|foran
10546,tattoo|loss of son|crow|independent film|duel| 
18862,basement|children|divorce
31417,experiment|surgeon|suspense|photograph|scientist|transplant|dove|ulcer
9431,female nudity|brothel|vampire|private investigator|born again christian|televangelist
297645,
48144,
46986,
47907,prison|small town|independent film|church
10061,prison|usa president|earthquake|dystopia|attempt to escape|los angeles|reluctant hero
36266,drug|bicycle taxi
549,new york|sex|drug abuse|homeless person|new love|drug addiction|overdose|graffiti
10478,lover (female)|golf|man-woman relation|sport|woman between two men
116690,family relationships|dying traditions|social convention
238,italy|love at first sight|loss of father|patriarch|organized crime|mafia|lawyer|italian american
11134,police|crook couple|gangster|drug lord|female martial artist
132641,based on novel|wife|marriage|unhappiness
42758,illiteracy|gang|extreme violence
9303,prison|women's prison|suspense|mafia|lesbian|gangster|ex-con|woman director
23945,robbery|chase scence|carpool
22479,politician|kansas city|election|jazz music
9054,sea|boat|fishing|rogue
11985,love triangle|jealousy|rejection|urban life|woman between two men|homosexuality
410921,
38955,martial arts
11015,chicago|based on novel|monster|museum|pile of dead bodies|god|dead body|anthropologist
9306,monster|experiment|island|mutation|genetics|hybrid|remake|h. g. wells
12559,date|transporter|assassination|white house|usa president|bodyguard
58770,riot|blackout|power outage|sick child
3587,circus|magic|aunt|imaginary friend
10723,undercover|friendship|police|cop|bullet wound|drug|drug lord
19004,dinosaur
101230,
10987,mass murder|nudity|halloween|attempt to escape|cult|psychopath|escape agent|murder
44705,love|disguise
20318,germany|world war ii|nazis
26933,love triangle|gay|province|algerienkrieg|french|homosexuality|gay relationship|coming of age
27854,civil war|spain
981,philadelphia|photographer|strong woman|swimming pool|remarriage|hangover|reporter|divorcee
872,fan|morning|musical|talkie|partner|movie in movie|broadway|audience
2769,paris|world war ii|musical|parfum|singing
13320,paris|photographer|magazine|intellectual|book store|eiffel tower paris|american-in-paris
164,loss of brother|age difference|cat|broken engagement|fire escape|love of one's life|jewelry|store window
426,san francisco|sense of guilt|bachelor|obsession|love of one's life|vertigo|museum|necklace
567,nurse|photographer|suspicion of murder|girlfriend|neighbor|salesman|apartment|convalescence
3078,miami|reference to the big bad wolf|reporter
13528,italy|scotland yard|letter|aunt|victorian england|murder|suspense|pianist
