tmdbId,director,top_cast
862,John Lasseter,Tom Hanks|Tim Allen|Don Rickles
178,Stephen Hopkins,Jeff Bridges|Tommy Lee Jones|Suzy Amis
19819,William Friedkin,Nick Nolte|Shaquille O'Neal|Mary McDonnell
57834,Tony Richardson,Jessica Lange|Tommy Lee Jones|Powers Boothe
4722,Abel Ferrara,Gabrielle Anwar|Terry Kinney|Billy Wirth
18215,Jennifer Chambers Lynch,Julian Sands|Sherilyn Fenn|Bill Paxton
1607,Robert De Niro,Robert De Niro|Chazz Palminteri|Lillo Brancato
26391,Adam Resnick,Chris Elliott|Ritch Brinkley|James Gammon
6075,Brian De Palma,Al Pacino|Sean Penn|Penelope Ann Miller
11310,Paul Weiland,Billy Crystal|Daniel Stern|Jon Lovitz
18658,Mick Jackson,Dana Carvey|Valeria Golino|James Earl Jones
9350,Renny Harlin,Sylvester Stallone|John Lithgow|Michael Rooker
9612,Steve Barron,Robert Knott|Dan Aykroyd|Jane Curtin
2124,Richard Rush,Bruce Willis|Jane March|Rubén Blades
26261,Michael Ritchie,Chevy Chase|Jack Palance|Dianne Wiest
19176,Gregg Champion,Woody Harrelson|Kiefer Sutherland|Dylan McDermott
49299,Abel Ferrara,Harvey Keitel|Madonna|James Russo
11566,Ivan Reitman,Kevin Kline|Sigourney Weaver|Frank Langella
9571,Richard Linklater,Jason London|Rory Cochrane|Wiley Wiggins
9739,Marco Brambilla,Sylvester Stallone|Wesley Snipes|Sandra Bullock
24257,Bruce Brown,
34444,Gus Van Sant,Uma Thurman|Lorraine Bracco|Pat Morita
26141,Carl Reiner,Armand Assante|Sherilyn Fenn|Kate Nelligan
10997,Chen Kaige,Leslie Cheung|Gong Li|Zhang Fengyi
50463,Donald Petrie,Harley Jane Kozak|Elizabeth McGovern|Bill Pullman
10443,Peter Weir,Jeff Bridges|Isabella Rossellini|Rosie Perez
20239,Rusty Cundieff,Larry B. Scott|Mark Christopher Lawrence|Rusty Cundieff
16297,Alek Keshishian,Joe Pesci|Brendan Fraser|Moira Kelly
18551,Steve Kloves,Meg Ryan|Dennis Quaid|James Caan
25440,John Irvin,Mia Farrow|Jim Broadbent|Natasha Richardson
9024,Barry Sonnenfeld,Michael J. Fox|Gabrielle Anwar|Anthony Higgins
37233,Sydney Pollack,Tom Cruise|Jeanne Tripplehorn|Gene Hackman
1634,Simon Wincer,Jason James Richter|Lori Petty|August Schellenberg
13815,Boaz Yakin,Sean Nelson|Giancarlo Esposito|Samuel L. Jackson
5503,Andrew Davis,Harrison Ford|Tommy Lee Jones|Sela Ward
35588,Walter Hill,Jason Patric|Wes Studi|Gene Hackman
2087,Roger Donaldson,Alec Baldwin|Kim Basinger|Michael Madsen
41579,Howard Deutch,Macaulay Culkin|Ted Danson|Glenne Headly
18620,Rose Troche,Guinevere Turner|V.S. Brodie|T. Wendy McMillan
4916,Sidney Lumet,Rebecca De Mornay|Don Johnson|Dana Ivey
2019,John Woo,Jean-Claude Van Damme|Arnold Vosloo|Lance Henriksen
31642,Oliver Stone,Tommy Lee Jones|Robert John Burke|Timothy Carhart
9255,Jim Abrahams,Charlie Sheen|Lloyd Bridges|Valeria Golino
26271,Julianna Lavin,Dana Delany|Kim Cattrall|Cynthia Stevenson
10612,Christopher Monger,Hugh Grant|Tara Fitzgerald|Colm Meaney
2259,Bille August,Meryl Streep|Glenn Close|Jeremy Irons
16097,Eric Meza,Bernie Mac|Chris Tucker|Christopher Reid
11934,Joel Coen,Tim Robbins|Jennifer Jason Leigh|Paul Newman
106143,James L. Brooks,Nick Nolte|Woody Harrelson|Albert Brooks
12475,"Daniel Petrie, Jr.",Pauly Shore|Andy Dick|Lori Petty
9386,Wolfgang Petersen,Clint Eastwood|Rene Russo|John Malkovich
7984,Jim Sheridan,Daniel Day-Lewis|Pete Postlethwaite|Emma Thompson
59930,Matty Rich,Larenz Tate|Joe Morton|Suzzanne Douglas
15765,Brian Gibson,Angela Bassett|Laurence Fishburne|Vanessa Bell Calloway
6,Stephen Hopkins,Emilio Estevez|Cuba Gooding Jr.|Denis Leary
329,Steven Spielberg,Sam Neill|Laura Dern|Jeff Goldblum
10909,Dominic Sena,Brad Pitt|David Duchovny|Juliette Lewis
507,Roger Avary,Eric Stoltz|Julie Delpy|Jean-Hugues Anglade
34024,Steven Soderbergh,Jesse Bradford|Jeroen Krabbé|Lisa Eichhorn
29918,Daniel Petrie,Tom Guiry|Helen Slater|Jon Tenney
9593,John McTiernan,Arnold Schwarzenegger|F. Murray Abraham|Art Carney
42580,James Lapine,Michael J. Fox|Christina Vidal|Nathan Lane
22317,Simon Wincer,Paul Hogan|Beverly D'Angelo|Cuba Gooding Jr.
1413,David Cronenberg,Jeremy Irons|John Lone|Barbara Sukowa
12121,Richard Benjamin,Whoopi Goldberg|Ted Danson|Nia Long
2246,Harold Becker,Alec Baldwin|Nicole Kidman|Bill Pullman
10502,Mel Gibson,Mel Gibson|Nick Stahl|Margaret Whitton
10440,Woody Allen,Woody Allen|Diane Keaton|Jerry Adler
9516,Albert Hughes,Tyrin Turner|Larenz Tate|Glenn Plummer
2320,Stuart Baird,Kurt Russell|Steven Seagal|Halle Berry
5879,Nagisa Ōshima,Eiko Matsuda|Tatsuya Fuji|Aoi Nakajima
83718,Tom Noonan,Karen Sillas|Tom Noonan
11971,Kenneth Branagh,Kenneth Branagh|Richard Briers|Michael Keaton
2625,Mike Figgis,Richard Gere|Lena Olin|Anne Bancroft
31911,Anthony Minghella,Matt Dillon|Annabella Sciorra|Mary-Louise Parker
788,Chris Columbus,Robin Williams|Sally Field|Pierce Brosnan
21450,Mike Leigh,David Thewlis|Lesley Sharp|Katrin Cartlidge
11231,Christopher Cain,Pat Morita|Hilary Swank|Michael Ironside
10447,Martin Campbell,Ray Liotta|Lance Henriksen|Stuart Wilson
31586,Rob Reiner,Elijah Wood|Jason Alexander|Julia Louis-Dreyfus
9300,Sally Potter,Tilda Swinton|Billy Zane|Lothaire Bluteau
9559,Clint Eastwood,Kevin Costner|Clint Eastwood|Laura Dern
9800,Jonathan Demme,Tom Hanks|Denzel Washington|Jason Robards
713,Jane Campion,Holly Hunter|Harvey Keitel|Sam Neill
8291,John Singleton,Janet Jackson|Tupac Amaru Shakur|Regina King
18133,David S. Ward,James Caan|Halle Berry|Omar Epps
25557,Stuart Orme,Donald Sutherland|Eric Thal|Julie Warner
22588,Mel Smith,Brian Benben|Mary Stuart Masterson|Ned Beatty
10872,Ted Demme,Denis Leary|Judy Davis|Kevin Spacey
1245,James Ivory,Anthony Hopkins|Emma Thompson|James Fox
11858,Penny Marshall,Danny DeVito|Mark Wahlberg|Gregory Hines
7007,Philip Kaufman,Sean Connery|Wesley Snipes|Harvey Keitel
10467,Alan Parker,Anthony Hopkins|Bridget Fonda|Matthew Broderick
5550,Fred Dekker,Robert John Burke|Nancy Allen|Mario Machado
8005,Mel Brooks,Cary Elwes|Dom DeLuise|Roger Rees
2088,Peter Medak,Gary Oldman|Lena Olin|Annabella Sciorra
10412,Geoffrey Wright,Russell Crowe|Daniel Pollock|Jacqueline McKenzie
47889,Victor Nunez,Ashley Judd|Todd Field|Bentley Mitchum
14534,David Anspaugh,Sean Astin|Jon Favreau|Ned Beatty
41878,Cyril Collard,Cyril Collard|Romane Bohringer|Carlos López
424,Steven Spielberg,Liam Neeson|Ben Kingsley|Ralph Fiennes
35233,Michael Ritchie,Brendan Fraser|Albert Brooks|Dianne Wiest
14291,Steven Zaillian,Max Pomeranc|Joe Mantegna|Joan Allen
11236,Agnieszka Holland,Kate Maberly|Heydon Prowse|Andrew Knott
11592,John Waters,Kathleen Turner|Sam Waterston|Ricki Lake
8850,Russell Mulcahy,Alec Baldwin|John Lone|Penelope Ann Miller
10445,Richard Attenborough,Anthony Hopkins|Debra Winger|John Wood
695,Robert Altman,Julianne Moore|Andie MacDowell|Tim Robbins
43535,Gillies MacKinnon,Steve Martin|Anne Heche|Gabriel Byrne
12519,John Duigan,Hugh Grant|Tara Fitzgerald|Sam Neill
23210,Fred Schepisi,Will Smith|Donald Sutherland|Stockard Channing
858,Nora Ephron,Tom Hanks|Meg Ryan|Bill Pullman
867,Phillip Noyce,Sharon Stone|William Baldwin|Tom Berenger
78,Ridley Scott,Harrison Ford|Rutger Hauer|Sean Young
13203,Steve Rash,Pauly Shore|Carla Gugino|Lane Smith
10442,Thomas Schlamme,Mike Myers|Nancy Travis|Anthony LaPaglia
11074,Rowdy Herrington,Bruce Willis|Sarah Jessica Parker|Dennis Farina
9607,Annabel Jankel,Bob Hoskins|John Leguizamo|Dennis Hopper
17585,Ernest R. Dickerson,Ice-T|Rutger Hauer|Charles S. Dutton
9057,Deran Sarafian,Charlie Sheen|Nastassja Kinski|James Gandolfini
20967,François Girard,Colm Feore|Derek Keurvorst|Derek Keurvorst
10635,Andrew Fleming,Josh Charles|Stephen Baldwin|Lara Flynn Boyle
9479,Henry Selick,Danny Elfman|Chris Sarandon|Catherine O'Hara
10057,Stephen Herek,Charlie Sheen|Kiefer Sutherland|Chris O'Donnell
11969,George P. Cosmatos,Kurt Russell|Val Kilmer|Sam Elliott
41590,Heywood Gould,William Hurt|Joanne Whalley|Gabriel Byrne
319,Tony Scott,Christian Slater|Patricia Arquette|Michael Rapaport
26408,D.A. Pennebaker,James Carville|George Stephanopoulos|Heather Beckel
15139,Joe Johnston,Macaulay Culkin|Christopher Lloyd|Patrick Stewart
161158,Jerry Ciccoritti,Leslie Hope|Peter Outerbridge|Victor Ertmanis
85247,Mark Malone,Anthony LaPaglia|Mimi Rogers|Matt Craven
11446,Todd Solondz,Heather Matarazzo|Victoria Davis|Christina Brucato
51980,Claude Berri,Miou-Miou|Gérard Depardieu|Renaud
24405,Dennis Hopper,Tom Berenger|William McNamara|Эрика Элениак
11655,Guillermo del Toro,Federico Luppi|Ron Perlman|Claudio Brook
8223,Pedro Almodóvar,Verónica Forqué|Victoria Abril|Peter Coyote
14587,Gurinder Chadha,Kim Vithana|Jimmi Harkishin|Sarita Khajuria
31504,Andrew Scheinman,Luke Edwards|Timothy Busfield|John Ashton
53185,Richard Loncraine,Julie Walters|Jim Broadbent|Thora Hird
23637,Lina Wertmüller,Paolo Villaggio|Gigio Morra|Paolo Bonacelli
17600,David O. Russell,Jeremy Davies|Benjamin Hendrickson|Alberta Watson
10897,Penelope Spheeris,Bug Hall|Travis Tedford|Brittany Ashton Holmes
21352,George T. Miller,Tina Majorino|Keith Carradine|Chelsea Field
37345,Michael Austin,Jim Broadbent|Phoebe Cates|Kevin Kline
32562,Rob Epstein,Lily Tomlin|Tony Curtis|Susan Sarandon
47507,Mathieu Kassovitz,Vincent Cassel|Julie Mauduech|Hubert Koundé
9066,Betty Thomas,Shelley Long|Gary Cole|Christine Taylor
771,Chris Columbus,Macaulay Culkin|Joe Pesci|Daniel Stern
251,Jerry Zucker,Patrick Swayze|Demi Moore|Whoopi Goldberg
812,Ron Clements,Scott Weinger|Robin Williams|Linda Larkin
280,James Cameron,Arnold Schwarzenegger|Linda Hamilton|Robert Patrick
581,Kevin Costner,Kevin Costner|Mary McDonnell|Graham Greene
268,Tim Burton,Jack Nicholson|Michael Keaton|Kim Basinger
274,Jonathan Demme,Jodie Foster|Anthony Hopkins|Scott Glenn
408,David Hand,Adriana Caselotti|Lucille La Verne|Harry Stockwell
10020,Gary Trousdale,Paige O'Hara|Robby Benson|Richard White
10895,Hamilton Luske,Mel Blanc|Don Brodie|Walter Catlett
114,Garry Marshall,Julia Roberts|Richard Gere|Ralph Bellamy
576,Sam Peckinpah,William Holden|Ernest Borgnine|Robert Ryan
15477,C.M. Talkington,Gil Bellows|Renée Zellweger|Rory Cochrane
30528,Sam Weisman,Matthew Modine|Paul Reiser|Randy Quaid
7300,Michael Hoffman,Michelle Pfeiffer|George Clooney|Mae Whitman
10824,Bill Condon,Tony Todd|Kelly Rowan|William O'Leary
275,Joel Coen,William H. Macy|Frances McDormand|Steve Buscemi
25059,David R. Ellis,Michael J. Fox|Sally Field|Ralph Waite
11827,Gerald Potterton,Rodger Bumpass|Jackie Burroughs|Joe Flaherty
8766,Kevin Yagher,Bruce Ramsay|Valentina Vargas|Charlotte Chatton
23570,Matt Reeves,David Schwimmer|Gwyneth Paltrow|Michael Rapaport
47333,Franco Zeffirelli,Anna Paquin|Charlotte Gainsbourg|William Hurt
54850,Anna Campion,Oliver Milburn|Catherine McCormack|Thandie Newton
51242,Franco Brusati,Nino Manfredi|Johnny Dorelli|Anna Karina
10112,Wolfgang Reitherman,Phil Harris|Sterling Holloway|Scatman Crothers
4307,Pedro Almodóvar,Marisa Paredes|Juan Echanove|Carme Elias
32308,Bill Couturié,Matt LeBlanc|Jack Warden|Jayne Brook
88893,Werner Herzog,Donald Sutherland|Brad Dourif|Vittorio Mezzogiorno
52873,André Téchiné,Daniel Auteuil|Marthe Villalonga|Catherine Deneuve
28121,Martin Lawrence,Lynn Whitfield|Martin Lawrence|Regina King
12520,Stacy Title,Cameron Diaz|Ron Eldard|Courtney B. Vance
1592,Gregory Hoblit,Richard Gere|Edward Norton|Laura Linney
36447,Bruno Barreto,Dennis Hopper|Amy Irving|Amy Locane
19042,Paul Sabella,Ernest Borgnine|Bebe Neuwirth|Charlie Sheen
38884,Ken Loach,Ian Hart|Rosana Pastor|Frédéric Pierrot
47449,Hal Salwen,Tim Daly|Caroleen Feeney|Dan Gunther
41852,Richard Pearce,Robert Duvall|James Earl Jones|Michael Beach
9099,Jonathan Lynn,Steve Martin|Dan Aykroyd|Phil Hartman
2021,Tim Sullivan,Richard E. Grant|Samantha Mathis|Judi Dench
61752,Spike Lee,Theresa Randle|Isaiah Washington|Spike Lee
10988,Jeremiah S. Chechik,Sharon Stone|Isabelle Adjani|Chazz Palminteri
10684,Edward Zwick,Denzel Washington|Meg Ryan|Lou Diamond Phillips
954,Brian De Palma,Tom Cruise|Jon Voight|Emmanuelle Béart
18989,Pen Densham,Robin Wright|Morgan Freeman|Stockard Channing
10801,Sönke Wortmann,Veronica Ferres|Til Schweiger|Joachim Król
8840,Rob Cohen,Dennis Quaid|David Thewlis|Pete Postlethwaite
11107,Steve Rash,Whoopi Goldberg|Frank Langella|Dennis Farina
10363,René Clément,Alain Delon|Maurice Ronet|Marie Laforêt
10539,Henry Selick,Miriam Margolyes|Joanna Lumley|Pete Postlethwaite
10543,James Foley,Mark Wahlberg|Reese Witherspoon|William Petersen
18414,Kelly Makin,Dave Foley|Bruce McCulloch|Kevin McDonald
47502,Paul Mazursky,Cher|Chazz Palminteri|Ryan O'Neal
11902,Emir Kusturica,Predrag 'Miki' Manojlović|Lazar Ristovski|Mirjana Joković
25087,Alan Mehrez,Daniel Bernhardt|Pat Morita|Donald Gibb
5801,Satyajit Ray,Kanu Bannerjee|Karuna Bannerjee|Chunibala Devi
896,Satyajit Ray,Soumitra Chatterjee|Sharmila Tagore|Alok Chakravarty
3065,Jim Mallon,Michael J. Nelson|Trace Beaulieu|Jim Mallon
2300,Joe Pytka,Michael Jordan|Wayne Knight|Billy West
8069,Roger Vadim,Jane Fonda|John Phillip Law|Anita Pallenberg
27768,George Hickenlooper,Billy Bob Thornton|Molly Ringwald|J.T. Walsh
221917,Peter Yates,Albert Finney|Matt Keeslar|Victoria Smurfit
8072,Jean-Luc Godard,Eddie Constantine|Anna Karina|Akim Tamiroff
35797,Bertrand Tavernier,Philippe Noiret|Isabelle Huppert|Jean-Pierre Marielle
33245,Randal Kleiser,Eric Roberts|Gregory Harrison|Lee Grant
124460,Michael Blakemore,Greta Scacchi|Kerry Fox|Sam Neill
27281,Simon Wincer,Danny Glover|Ray Liotta|Denis Leary
105045,Margarethe von Trotta,Corinna Harfouch|Meret Becker|August Zirner
40001,Richard Benjamin,Shirley MacLaine|Ricki Lake|Brendan Fraser
29621,Norberto Barba,Mario Van Peebles|Barry Corbin|William Sadler
20762,Robert Mandel,Tom Berenger|Raymond Cruz|Marc Anthony
37144,Pat Verducci,Alicia Silverstone|Kevin Dillon|Bill Nunn
48260,Michael Winterbottom,Amanda Plummer|Saskia Reeves|Kathy Jamieson
12656,Steven Baigelman,Keanu Reeves|Cameron Diaz|Vincent D'Onofrio
38867,Zalman King,Audie England|Costas Mandylor|Bernard Zette
25969,Patrick Read Johnson,Perry Anzilotti|Kathy Bates|Robert Curtis Brown
753,John Cassavetes,Gena Rowlands|John Marley|Lynn Carlin
43634,Stacy Cochran,Winona Ryder|Lukas Haas|John C. Reilly
9103,Jean-Claude Van Damme,Jean-Claude Van Damme|Roger Moore|James Remar
90214,Mark Joffe,Ben Mendelsohn|Barry Otto|Toni Collette
10990,Lee Tamahori,Nick Nolte|Melanie Griffith|Chazz Palminteri
8866,Michael Lehmann,Uma Thurman|Janeane Garofalo|Ben Chaplin
12233,George Scribner,Joey Lawrence|Billy Joel|Cheech Marin
23449,Tom DeCerchio,Damon Wayans|Daniel Stern|Christopher McDonald
36355,Alan Shapiro,Elijah Wood|Paul Hogan|Jonathan Banks
922,Jim Jarmusch,Johnny Depp|Gary Farmer|Crispin Glover
11876,Jean-Paul Rappeneau,Juliette Binoche|Olivier Martinez|Pierre Arditi
11687,Jean-Marie Poiré,Jean Reno|Valérie Lemercier|Christian Clavier
9304,Harold Ramis,Michael Keaton|Andie MacDowell|Harris Yulin
73183,Brett Thompson,Maila Nurmi|Dolores Fuller|Paul Marco
9100,Andrew Fleming,Robin Tunney|Fairuza Balk|Neve Campbell
20759,Reginald Hudlin,Samuel L. Jackson|Jeff Goldblum|Peter Berg
46063,Bruce Beresford,Sharon Stone|Rob Morrow|Randy Quaid
32513,John Schlesinger,Eileen Atkins|Kate Beckinsale|Sheila Burrell
36915,Phil Joanou,Alec Baldwin|Kelly Lynch|Eric Roberts
9802,Michael Bay,Sean Connery|Nicolas Cage|Ed Harris
21588,Michele Soavi,Rupert Everett|François Hadji-Lazaro|Anna Falchi
664,Jan de Bont,Helen Hunt|Bill Paxton|Cary Elwes
11867,David Hogan,Pamela Anderson|Temuera Morrison|Victoria Rowell
9323,Mamoru Oshii,Atsuko Tanaka|Akio Ohtsuka|Iemasa Kayumi
10280,Tom Holland,Robert John Burke|Joe Mantegna|Lucinda Jenney
10535,Rick Friedberg,Leslie Nielsen|Nicollette Sheridan|Charles Durning
532,Nick Park,Peter Sallis|Anne Reid
26744,Abraham Polonsky,John Garfield|Thomas Gomez|Marie Windsor
16299,John Landis,Tom Arnold|Jessica Lundy|Bug Hall
10547,David Twohy,Charlie Sheen|Lindsay Crouse|Richard Schiff
935,Stanley Kubrick,Peter Sellers|George C. Scott|Sterling Hayden
41007,John Irvin,Vanessa Redgrave|Edward Fox|Uma Thurman
35645,Kevin James Dobson,Christina Ricci|Anna Chlumsky|Polly Draper
110465,Victor Saville,Errol Flynn|Dean Stockwell|Paul Lukas
255546,Helena Solberg,Carmen Miranda|Aurora Miranda|Cesar Romero
40751,Wong Kar-wai,Leslie Cheung|Tony Leung Ka-Fai|Brigitte Lin
85778,Freida Lee Mock,
11101,Joseph Vilsmaier,Dominique Horwitz|Thomas Kretschmann|Jochen Nickel
9826,Simon Wincer,Billy Zane|Kristy Swanson|Treat Williams
9879,Andrew Bergman,Demi Moore|Burt Reynolds|Armand Assante
22621,James Mangold,Liv Tyler|Pruitt Taylor Vince|Shelley Winters
7095,Francis Ford Coppola,Robin Williams|Diane Lane|Brian Kerwin
26890,Mary Harron,Lili Taylor|Jared Harris|Stephen Dorff
46732,Charles Matthau,Piper Laurie|Sissy Spacek|Walter Matthau
41225,Federico Fellini,Brigitte Bardot|Alain Delon|Jane Fonda
627,Danny Boyle,Ewan McGregor|Ewen Bremner|Jonny Lee Miller
32872,Scott Winant,Sarah Jessica Parker|Jeanne Tripplehorn|Dylan McDermott
602,Roland Emmerich,Will Smith|Bill Pullman|Jeff Goldblum
14553,Bernardo Bertolucci,Liv Tyler|Sinéad Cusack|Jeremy Irons
9566,Tony Scott,Robert De Niro|Wesley Snipes|Ellen Barkin
10545,Gary Trousdale,Tom Hulce|Demi Moore|Tony Jay
9894,Ben Stiller,Jim Carrey|Matthew Broderick|Leslie Mann
11543,Bobby Farrelly,Woody Harrelson|Randy Quaid|Vanessa Angel
9268,Chuck Russell,Arnold Schwarzenegger|James Caan|Vanessa Williams
52059,Carma Hinton,
9327,Tom Shadyac,Eddie Murphy|Jada Pinkett Smith|James Coburn
124306,Gérard Mordillat,Sami Frey
11228,Rob Cohen,Sylvester Stallone|Amy Brenneman|Viggo Mortensen
10779,Peter Jackson,Michael J. Fox|Jeffrey Combs|Jake Busey
26748,John Sayles,Chris Cooper|Matthew McConaughey|Elizabeth Peña
38223,Bronwen Hughes,Michelle Trachtenberg|Rosie O'Donnell|J. Smith-Cameron
9294,Jon Turteltaub,John Travolta|Kyra Sedgwick|Forest Whitaker
49963,Nicole Holofcener,Catherine Keener|Anne Heche|Liev Schreiber
11363,Edward Burns,Edward Burns|Michael McGlone|Cameron Diaz
1645,Joel Schumacher,Matthew McConaughey|Sandra Bullock|Samuel L. Jackson
31546,Michael Corrente,Dustin Hoffman|Dennis Franz|Sean Nelson
36344,Fraser Clarke Heston,Thora Birch|Vincent Kartheiser|Dirk Benedict
18550,Kevin Hooks,Laurence Fishburne|Stephen Baldwin|Salma Hayek
11511,Paul Michael Glaser,Shaquille O'Neal|Francis Capra|Ally Walker
34170,Howard Franklin,Bill Murray|Tai the Elephant|Jeremy Piven
124645,Nicolas Roeg,Sônia Braga|Patrick Malahide|Michael Gambon
12606,Arlene Sanford,Shelley Long|Gary Cole|Christopher Daniel Barnes
35206,Luis Buñuel,Simone Signoret|Charles Vanel|Georges Marchal
12632,Peter Sehr,André Eisermann|Udo Samel|Jeremy Clyde
18975,Steve Barron,Martin Landau|Jonathan Taylor Thomas|Geneviève Bujold
11962,John Payson,Jerry O'Connell|Megan Ward|Billy West
2925,Hugh Wilson,Goldie Hawn|Bette Midler|Diane Keaton
28628,Nigel Finch,Guillermo Díaz|Frederick Weller|Brendan Corbalis
3595,Ron Howard,Mel Gibson|Gary Sinise|Delroy Lindo
9308,Hart Bochner,Jon Lovitz|Tia Carrere|Louise Fletcher
92381,Doug Ellin,Jermaine 'Huggy' Hopkins|Claudia Kaleem|Candice Merideth
18555,Annette Haywood-Carter,Angelina Jolie|Hedy Burress|Jenny Lewis
12123,Andrew Davis,Keanu Reeves|Morgan Freeman|Rachel Weisz
10830,Danny DeVito,Mara Wilson|Danny DeVito|Embeth Davidtz
3573,Douglas McGrath,Gwyneth Paltrow|Toni Collette|Alan Cumming
10546,Tim Pope,Vincent Pérez|Mia Kirshner|Iggy Pop
18862,Harry Winer,Jamie Lee Curtis|Kevin Pollak|Kyle Howard
31417,Georges Franju,Pierre Brasseur|Alida Valli|Edith Scob
9431,Gilbert Adler,Dennis Miller|Эрика Элениак|Angie Everhart
297645,Yin Li,Jiang Wenli|Zhang Guoli|Xingli Niu
48144,Yim Ho,Siqin Gaowa|Tou Chung-Hua|Ma Jing-Wu
46986,Hal Hartley,Paul Austin|Robert John Burke|Martin Donovan
47907,Lee David Zlotoff,Alison Elliott|Ellen Burstyn|Marcia Gay Harden
10061,John Carpenter,Kurt Russell|Stacy Keach|Steve Buscemi
36266,Tran Anh Hung,Le Van Loc|Tony Leung Chiu-Wai|Như Quỳnh Nguyễn
549,Julian Schnabel,Jeffrey Wright|David Bowie|Dennis Hopper
10478,Ron Shelton,Kevin Costner|Don Johnson|Cheech Marin
116690,Keisuke Kinoshita,Kinuyo Tanaka|Teiji Takahashi|Yûko Mochizuki
238,Francis Ford Coppola,Marlon Brando|Al Pacino|James Caan
11134,Stanley Tong,Jackie Chan|Michelle Yeoh|Maggie Cheung
132641,Mikio Naruse,Mieko Takamine|Ken Uehara|Rentarô Mikuni
42758,Gillies MacKinnon,Iain Robertson|Joseph McFadden|Steven Duffy
9303,Lana Wachowski,Jennifer Tilly|Gina Gershon|Joe Pantoliano
23945,Arthur Hiller,Tom Arnold|David Paymer|Rhea Perlman
22479,Robert Altman,Jennifer Jason Leigh|Miranda Richardson|Harry Belafonte
9054,Christopher Cain,Joe Pesci|Danny Glover|Rosanna Arquette
11985,Tsai Ming-liang,Lee Kang-Sheng|Chen Chao-jung|Yang Kuei-Mei
410921,Izidore K. Musallam,Alexandra Paul|Youssef Abed-Alnour|Paul Gleason
38955,Stanley Tong,Michelle Yeoh|Yu Rong-Guang|Emil Chow
11015,Peter Hyams,Penelope Ann Miller|Tom Sizemore|Linda Hunt
9306,John Frankenheimer,Marlon Brando|Val Kilmer|David Thewlis
12559,David M. Evans,Sinbad|Brock Pierce|Blake Boyd
58770,David Koepp,Kyle MacLachlan|Elisabeth Shue|Dermot Mulroney
3587,Norman Jewison,Whoopi Goldberg|Gérard Depardieu|Haley Joel Osment
10723,Ernest R. Dickerson,Damon Wayans|Adam Sandler|James Caan
19004,Roy Allen Smith,Scott McAfee|Candace Hutson|Heather Hogan
101230,Theo van Gogh,Ad van Kempen|Ariane Schluter
10987,Joe Chappelle,Donald Pleasence|Paul Rudd|Marianne Hagan
44705,Trevor Nunn,Helena Bonham Carter|Richard E. Grant|Nigel Hawthorne
20318,Keith Gordon,Nick Nolte|Sheryl Lee|Alan Arkin
26933,André Téchiné,Gaël Morel|Élodie Bouchez|Stéphane Rideau
27854,Sam Wood,Gary Cooper|Ingrid Bergman|Akim Tamiroff
981,George Cukor,Katharine Hepburn|Cary Grant|James Stewart
872,Stanley Donen,Gene Kelly|Donald O'Connor|Debbie Reynolds
2769,Vincente Minnelli,Gene Kelly|Leslie Caron|Oscar Levant
13320,Stanley Donen,Audrey Hepburn|Fred Astaire|Kay Thompson
164,Blake Edwards,Audrey Hepburn|George Peppard|Patricia Neal
